date,ticker,atm_iv,call_iv,put_iv,iv_skew,aq_hist_vol
2026-06-03,ORCL,0.77558356,0.78925503,0.76191208,-0.05080224,0.65418752
2026-06-03,TSLA,0.46038900,0.46182314,0.45895486,-0.01491868,0.41984299
2026-06-04,AAPL,0.23486041,0.23800427,0.23171655,,0.17366825
2026-06-04,AMZN,0.31142770,0.31506730,0.30778811,0.00251795,0.25747114
2026-06-04,GOOGL,0.30991063,0.31690063,0.30292063,0.01829392,0.31331124
2026-06-04,META,0.32962452,0.33107570,0.32817334,-0.01392905,0.30465584
2026-06-04,MSFT,0.28795612,0.29400712,0.28190511,0.00004382,0.34382022
2026-06-04,NFLX,0.31950116,0.32398612,0.31501619,,0.22657138
2026-06-04,NVDA,0.38649104,0.39051043,0.38247164,0.00927923,0.43417599
2026-06-04,ORCL,0.76325504,0.77486211,0.75164797,-0.04758515,0.65362861
2026-06-04,TSLA,0.45602796,0.46079856,0.45125735,-0.00901931,0.42167438
2026-06-05,AAPL,0.24929105,0.25636003,0.24222208,,0.18100245
2026-06-05,AMZN,0.33606173,0.34448529,0.32763816,0.05091577,0.27209827
2026-06-05,GOOGL,0.31960364,0.31758988,0.32161740,0.03296414,0.29900301
2026-06-05,META,0.35672561,0.36023071,0.35322051,0.03644446,0.36234047
2026-06-05,MSFT,0.30112815,0.30718674,0.29506956,0.02839089,0.35759738
2026-06-05,NFLX,0.30583833,0.31277173,0.29890492,,0.22827311
2026-06-05,NVDA,0.41984509,0.42400698,0.41568319,0.06379642,0.45548502
2026-06-05,ORCL,0.76193075,0.75886684,0.76499466,-0.02312435,0.74745910
2026-06-05,TSLA,0.48996477,0.49600584,0.48392371,0.01688754,0.48123553
2026-06-08,AAPL,0.24242758,0.24945890,0.23539626,,0.19028142
2026-06-08,AMZN,0.32033718,0.32107813,0.31959623,0.02939730,0.27463392
2026-06-08,GOOGL,0.31336021,0.31789136,0.30882905,0.02609115,0.30553986
2026-06-08,META,0.34511549,0.34950268,0.34072829,0.01434946,0.37100956
2026-06-08,MSFT,0.30217554,0.30606829,0.29828280,0.01118209,0.36132355
2026-06-08,NFLX,0.31510523,0.31786692,0.31234354,,0.23524955
2026-06-08,NVDA,0.39451151,0.39752601,0.39149701,0.02824182,0.46229943
2026-06-08,ORCL,0.76604816,0.77759571,0.75450061,-0.01470022,0.76825500
2026-06-08,TSLA,0.47166669,0.47423836,0.46909502,0.00782430,0.48468657
2026-06-09,AAPL,0.25143627,0.25955719,0.24331535,,0.22854868
2026-06-09,AMZN,0.32410314,0.32859880,0.31960748,0.04374007,0.26770706
2026-06-09,GOOGL,0.31778005,0.32272892,0.31283119,0.04789445,0.29893199
2026-06-09,META,0.34133894,0.34698817,0.33568971,0.04215930,0.36162264
2026-06-09,MSFT,0.30285732,0.30060114,0.30511350,0.03601282,0.35901752
2026-06-09,NFLX,0.31267116,0.32483511,0.30050721,,0.23312016
2026-06-09,NVDA,0.39601456,0.38722976,0.40479935,-0.00679970,0.45059970
2026-06-09,ORCL,0.77296760,0.77044654,0.77548866,-0.02599043,0.75731014
2026-06-09,TSLA,0.48255469,0.48787140,0.47723798,0.02129903,0.48237031
2026-06-10,AAPL,0.25248291,0.26606281,0.23890300,,0.22892729
2026-06-10,AMZN,0.32601693,0.32999029,0.32204356,0.05532175,0.27559334
2026-06-10,GOOGL,0.32146444,0.32950069,0.31342819,0.05593987,0.29051536
2026-06-10,META,0.34437962,0.35049207,0.33826717,0.02682730,0.36531012
2026-06-10,MSFT,0.31429344,0.32671513,0.30187174,0.05613877,0.36191719
2026-06-10,NFLX,0.31361469,0.31511338,0.31211600,,0.22379021
2026-06-10,NVDA,0.41147521,0.42200356,0.40094685,0.07945900,0.46073622
2026-06-10,ORCL,0.79154954,0.82131502,0.76178406,-0.04485474,0.76088008
2026-06-10,TSLA,0.49380944,0.50079491,0.48682396,0.02662921,0.47188052
2026-06-11,AAPL,0.23463101,0.23429919,0.23496282,,0.23270731
2026-06-11,AMZN,0.32182028,0.32276791,0.32087264,0.03481947,0.28346440
2026-06-11,GOOGL,0.32255787,0.33153810,0.31357765,0.05236188,0.29183018
2026-06-11,META,0.34468323,0.34886245,0.34050401,0.00875868,0.36383813
2026-06-11,MSFT,0.32133592,0.32676684,0.31590500,0.01686505,0.36458628
2026-06-11,NFLX,0.33103595,0.34441920,0.31765269,,0.20113729
2026-06-11,NVDA,0.40152656,0.40460880,0.39844431,0.03612758,0.46844500
2026-06-11,ORCL,0.55972572,0.56281727,0.55663417,0.01413146,0.81402137
2026-06-11,TSLA,0.49381081,0.49699415,0.49062747,0.00084488,0.49956303
2026-06-12,AAPL,0.22449515,0.22640311,0.22258720,,0.23310936
2026-06-12,AMZN,0.31443063,0.31613284,0.31272842,0.03785408,0.27432433
2026-06-12,GOOGL,0.31165529,0.31206041,0.31125018,0.02256160,0.25073284
2026-06-12,META,0.33563967,0.33976655,0.33151279,0.01455095,0.35217692
2026-06-12,MSFT,0.30688859,0.30918372,0.30459347,-0.00685168,0.36437529
2026-06-12,NFLX,0.32597085,0.33205051,0.31989118,,0.20273793
2026-06-12,NVDA,0.37082944,0.37337883,0.36828006,0.02809022,0.45923932
2026-06-12,ORCL,0.53502090,0.54066557,0.52937624,0.00580259,0.81189030
2026-06-12,TSLA,0.48108861,0.48458704,0.47759019,-0.00441724,0.49359770
2026-06-15,AAPL,0.21898670,0.22138883,0.21658458,,0.24730178
2026-06-15,AMZN,0.29906395,0.30367963,0.29444826,0.02881349,0.30805612
2026-06-15,GOOGL,0.30673259,0.30714733,0.30631786,0.00672330,0.27996584
2026-06-15,META,0.32849295,0.33099730,0.32598860,-0.00242986,0.40285335
2026-06-15,MSFT,0.30405747,0.30848753,0.29962740,-0.00514908,0.36362772
2026-06-15,NFLX,0.37482547,0.37660172,0.37304921,,0.21947207
2026-06-15,NVDA,0.36647863,0.37077931,0.36217796,0.01645547,0.43580205
2026-06-15,ORCL,0.53117526,0.53039268,0.53195784,-0.00456711,0.84070855
2026-06-15,TSLA,0.44338263,0.44529529,0.44146996,-0.00077949,0.48097764
2026-06-16,AAPL,0.21463842,0.21840121,0.21087563,,0.24356952
2026-06-16,AMZN,0.30243189,0.30870791,0.29615588,0.03116628,0.30049676
2026-06-16,GOOGL,0.30341428,0.30724117,0.29958739,0.02615667,0.27718669
2026-06-16,META,0.33007068,0.33239471,0.32774664,0.00514026,0.39520723
2026-06-16,MSFT,0.29570019,0.30076060,0.29063979,-0.00791664,0.35699563
2026-06-16,NFLX,0.42248764,0.42752844,0.41744683,,0.24355854
2026-06-16,NVDA,0.35811406,0.36211586,0.35411226,0.03752973,0.43102515
2026-06-16,ORCL,0.52007857,0.52555106,0.51460608,0.00292900,0.82313532
2026-06-16,TSLA,0.42567982,0.43039845,0.42096119,0.00564475,0.47151190
2026-06-17,AAPL,0.22740710,0.22991277,0.22490143,,0.24503768
2026-06-17,AMZN,0.31324338,0.31697658,0.30951017,0.02268488,0.31888718
2026-06-17,GOOGL,0.30979988,0.31389740,0.30570236,0.02627425,0.28780610
2026-06-17,META,0.34400122,0.34902162,0.33898082,0.00407918,0.43856066
2026-06-17,MSFT,0.31196515,0.31588940,0.30804090,-0.01199020,0.37626318
2026-06-17,NFLX,0.43912753,0.44166438,0.43659069,,0.21597222
2026-06-17,NVDA,0.36688980,0.36997770,0.36380189,0.03984549,0.43102253
2026-06-17,ORCL,0.51362436,0.51474063,0.51250810,0.00805132,0.81979987
2026-06-17,TSLA,0.43515277,0.43862618,0.43167935,0.02019474,0.46603509
2026-06-18,AAPL,0.21901716,0.22261554,0.21541877,,0.24594134
2026-06-18,AMZN,0.30880016,0.31214954,0.30545079,0.02364878,0.33379980
2026-06-18,GOOGL,0.30988969,0.31269014,0.30708925,0.02775820,0.28353038
2026-06-18,META,0.33624764,0.33915462,0.33334066,0.02239570,0.44218223
2026-06-18,MSFT,0.29723774,0.29850759,0.29596789,0.00652035,0.37530220
2026-06-18,NFLX,0.43977873,0.44408138,0.43547609,,0.22013419
2026-06-18,NVDA,0.35814001,0.35400848,0.36227154,0.02922887,0.44551527
2026-06-18,ORCL,0.50809079,0.51414464,0.50203694,0.01785395,0.81390493
2026-06-18,TSLA,0.42282648,0.42640548,0.41924749,0.01172656,0.46533360
2026-06-22,AAPL,0.22874915,0.23811552,0.21938278,,0.24751840
2026-06-22,AMZN,0.33040831,0.34236561,0.31845102,0.04835023,0.36895760
2026-06-22,GOOGL,0.34027362,0.33960559,0.34094165,0.01400794,0.34543549
2026-06-22,META,0.34777186,0.35377258,0.34177114,0.02457513,0.46996564
2026-06-22,MSFT,0.31611837,0.32252667,0.30971007,0.01403403,0.40397157
2026-06-22,NFLX,0.46545966,0.47406744,0.45685188,,0.28901602
2026-06-22,NVDA,0.35217809,0.35708382,0.34727236,0.03680474,0.45885838
2026-06-22,ORCL,0.53453379,0.54605195,0.52301563,0.02384366,0.86329544
2026-06-22,TSLA,0.45532696,0.45967587,0.45097804,0.01319523,0.47005008
2026-06-23,AAPL,0.23812644,0.25007984,0.22617303,,0.24223650
2026-06-23,AMZN,0.32673077,0.33346241,0.31999912,0.03612223,0.36195159
2026-06-23,GOOGL,0.33219571,0.34626957,0.31812184,0.03895224,0.33677825
2026-06-23,META,0.34622782,0.35493719,0.33751846,0.03769474,0.45745033
2026-06-23,MSFT,0.31637326,0.32571445,0.30703208,0.03562635,0.40283734
2026-06-23,NFLX,0.44738333,0.45391608,0.44085059,,0.28330308
2026-06-23,NVDA,0.37576257,0.38344206,0.36808308,0.05789355,0.46923325
2026-06-23,ORCL,0.53648217,0.54421373,0.52875061,0.01222653,0.86137749
2026-06-23,TSLA,0.47323997,0.47820001,0.46827992,0.01989672,0.50019245
2026-06-24,AAPL,0.24118951,0.24886121,0.23351781,,0.23618041
2026-06-24,AMZN,0.33397741,0.34909708,0.31885775,0.03913920,0.35364997
2026-06-24,GOOGL,0.36949460,0.36438839,0.37460081,0.02188966,0.32837409
2026-06-24,META,0.35027438,0.35611398,0.34443478,0.02122133,0.44608627
2026-06-24,MSFT,0.34380280,0.34909019,0.33851542,0.01370167,0.39718504
2026-06-24,NFLX,0.46453321,0.47241548,0.45665094,,0.27643380
2026-06-24,NVDA,0.37721613,0.38597219,0.36846006,0.03651130,0.45738504
2026-06-24,ORCL,0.56337213,0.57497599,0.55176826,0.02064805,0.85078337
2026-06-24,TSLA,0.47573306,0.47890703,0.47255909,0.02562856,0.48889714
2026-06-25,AAPL,0.28503464,0.28573500,0.28433427,,0.31595643
2026-06-25,AMZN,0.35540826,0.35383252,0.35698401,0.01444072,0.36422650
2026-06-25,GOOGL,0.35841664,0.37357415,0.34325913,0.02876050,0.32006606
2026-06-25,META,0.37308033,0.38046662,0.36569404,0.03988783,0.45184900
2026-06-25,MSFT,0.37204300,0.37447434,0.36961167,-0.00798490,0.40942863
2026-06-25,NFLX,0.46389750,0.48100655,0.44678845,,0.27665223
2026-06-25,NVDA,0.37972143,0.38811721,0.37132565,0.04069699,0.45947626
2026-06-25,ORCL,0.55409682,0.57370829,0.53448536,0.05250128,0.85272361
2026-06-25,TSLA,0.46311306,0.47001873,0.45620740,0.03074735,0.48173765
2026-06-26,AAPL,0.27115226,0.25265635,0.28964817,,0.33735417
2026-06-26,AMZN,0.35369528,0.33035995,0.37703061,-0.01978388,0.36454297
2026-06-26,GOOGL,0.36373810,0.37098651,0.35648968,0.00448855,0.32227425
2026-06-26,META,0.37302536,0.38038199,0.36566873,0.03089901,0.43104612
2026-06-26,MSFT,0.38147926,0.38792137,0.37503716,-0.01916004,0.46452292
2026-06-26,NFLX,0.46071587,0.46556200,0.45586973,,0.32679775
2026-06-26,NVDA,0.37135015,0.36729229,0.37540801,0.01265857,0.46094942
2026-06-26,ORCL,0.54126567,0.55258966,0.52994168,0.04146202,0.85427464
2026-06-26,TSLA,0.46772809,0.46270186,0.47275431,0.01217733,0.47992146
2026-06-29,AAPL,0.27983774,0.28590197,0.27377351,,0.34409179
2026-06-29,AMZN,0.38006716,0.39155110,0.36858322,0.04037581,0.39498861
2026-06-29,GOOGL,0.38270075,0.38903458,0.37636692,0.03764348,0.37303274
2026-06-29,META,0.41816699,0.42836972,0.40796426,0.04324577,0.45362067
2026-06-29,MSFT,0.42192494,0.42670675,0.41714313,-0.01002801,0.39520101
2026-06-29,NFLX,0.47594656,0.48478278,0.46711033,,0.33583204
2026-06-29,NVDA,0.37620875,0.38311158,0.36930592,0.03985171,0.47340357
2026-06-29,ORCL,0.56185955,0.57465963,0.54905946,0.02146475,0.70244872
2026-06-29,TSLA,0.48067132,0.48573008,0.47561256,0.02054179,0.58202904
2026-06-30,AAPL,0.27832240,0.28174755,0.27489724,,0.35300447
2026-06-30,AMZN,0.39377423,0.40122986,0.38631859,0.01966942,0.38502450
2026-06-30,GOOGL,0.37642898,0.38454647,0.36831150,0.03713787,0.36684038
2026-06-30,META,0.43795732,0.44753581,0.42837884,0.03218220,0.44280639
2026-06-30,MSFT,0.40833375,0.41574501,0.40092248,0.02095633,0.39266696
2026-06-30,NFLX,0.47363974,0.48248468,0.46479480,,0.33869350
2026-06-30,NVDA,0.37455411,0.37614971,0.37295851,0.04684645,0.47285982
2026-06-30,ORCL,0.57318070,0.58965986,0.55670153,0.02473322,0.68613627
2026-06-30,TSLA,0.46627486,0.46871616,0.46383357,0.01910735,0.57328815
2026-07-01,AAPL,0.28604907,0.29092544,0.28117271,,0.35560795
2026-07-01,AMZN,0.39758319,0.41069116,0.38447523,0.04014343,0.37562464
2026-07-01,GOOGL,0.38358639,0.38230424,0.38486854,0.02261649,0.36867660
2026-07-01,META,0.46412570,0.46976747,0.45848394,0.00331630,0.50940695
2026-07-01,MSFT,0.42032021,0.42159001,0.41905041,0.00248582,0.40061980
2026-07-01,NFLX,0.46979346,0.46582022,0.47376670,,0.37578326
2026-07-01,NVDA,0.37941954,0.38486640,0.37397268,0.04734281,0.41385111
2026-07-01,ORCL,0.57038451,0.58713181,0.55363722,0.02157326,0.54377312
2026-07-01,TSLA,0.45553803,0.45976442,0.45131164,0.01989587,0.55055902
2026-07-02,AAPL,0.28450574,0.28293483,0.28607666,,0.38076311
2026-07-02,AMZN,0.39953395,0.40143506,0.39763284,0.03327500,0.37263529
2026-07-02,GOOGL,0.39249400,0.39207751,0.39291048,0.01867087,0.34286224
2026-07-02,META,0.46602151,0.46928997,0.46275305,0.00586473,0.53934664
2026-07-02,MSFT,0.41640148,0.41048308,0.42231988,-0.00398004,0.38927017
2026-07-02,NFLX,0.47842831,0.48572348,0.47113315,,0.40743449
2026-07-02,NVDA,0.39127431,0.38637956,0.39616906,0.04770657,0.41477981
2026-07-02,ORCL,0.59107314,0.59201633,0.59012995,0.01456686,0.54343700
2026-07-02,TSLA,0.46820156,0.46295771,0.47344541,0.00740366,0.60995459
2026-07-06,AAPL,0.28277476,0.28604109,0.27950843,,0.39708926
2026-07-06,AMZN,0.43052089,0.43592191,0.42511987,0.02597335,0.36188732
2026-07-06,GOOGL,0.40292653,0.40814448,0.39770858,0.02484140,0.33861894
2026-07-06,META,0.47884313,0.48604691,0.47163934,-0.00346568,0.51547606
2026-07-06,MSFT,0.43788812,0.44114960,0.43462664,-0.00744921,0.38841520
2026-07-06,NFLX,0.48072273,0.48338523,0.47806023,,0.42666185
2026-07-06,NVDA,0.39271552,0.39626568,0.38916536,0.04751064,0.34626131
2026-07-06,ORCL,0.58905278,0.59398747,0.58411810,-0.00471730,0.47429530
2026-07-06,TSLA,0.48173522,0.48500084,0.47846960,0.01312315,0.63671804
2026-07-07,AAPL,0.28458548,0.28559397,0.28357698,,0.38737085
2026-07-07,AMZN,0.43519765,0.43620452,0.43419077,0.02534558,0.35332957
2026-07-07,GOOGL,0.39366398,0.39957239,0.38775557,0.02707231,0.32965070
2026-07-07,META,0.48780213,0.49068321,0.48492105,0.01641428,0.50918613
2026-07-07,MSFT,0.43277831,0.43576689,0.42978974,0.00219491,0.37950608
2026-07-07,NFLX,0.49817626,0.51573099,0.48062154,,0.41586551
2026-07-07,NVDA,0.41141069,0.41404283,0.40877855,0.03050290,0.33872365
2026-07-07,ORCL,0.60970614,0.60147244,0.61793984,-0.01408040,0.46209153
2026-07-07,TSLA,0.48937891,0.49272029,0.48603752,0.01761475,0.63977405
2026-07-08,AAPL,0.28142697,0.28308213,0.27977181,,0.38124601
2026-07-08,AMZN,0.43534361,0.44078515,0.42990207,0.03210526,0.35482651
2026-07-08,GOOGL,0.39853439,0.40159207,0.39547670,0.02407487,0.32984848
2026-07-08,META,0.49329949,0.49874897,0.48785001,0.00865720,0.51278515
2026-07-08,MSFT,0.43038013,0.43154686,0.42921340,0.00792445,0.38028808
2026-07-08,NFLX,0.48739557,0.49463446,0.48015668,,0.41457360
2026-07-08,NVDA,0.41702984,0.42196555,0.41209412,0.05586851,0.35872374
2026-07-08,ORCL,0.61496978,0.61845515,0.61148442,-0.01221207,0.46239822
2026-07-08,TSLA,0.48598950,0.48787925,0.48409976,0.00137851,0.62353938
2026-07-09,AAPL,0.27780655,0.27687612,0.27873697,,0.35266163
2026-07-09,AMZN,0.44316867,0.44793185,0.43840550,0.02079364,0.35802733
2026-07-09,GOOGL,0.39734509,0.39372388,0.40096630,0.01785872,0.33092371
2026-07-09,META,0.54373685,0.54816118,0.53931251,-0.00951833,0.53620407
2026-07-09,MSFT,0.43152229,0.43456711,0.42847746,-0.00554168,0.37550991
2026-07-09,NFLX,0.48852283,0.48953732,0.48750835,,0.41278160
2026-07-09,NVDA,0.39867149,0.39931399,0.39802898,0.04447710,0.35924177
2026-07-09,ORCL,0.60138701,0.59974844,0.60302557,-0.00263836,0.48976595
2026-07-09,TSLA,0.47878302,0.48013463,0.47743141,0.00481888,0.62443488
